id,market_id,name,city,state,county,event_type,cadence,is_recurring_venue,food_truck_friendly,trip_type,verification_status,needs_confirmation,distance_from_columbia_mi,month,typical_dates,attendance_estimate,attendance_text,food_vendor_fee,application_method,contact_name,contact_email,contact_phone,homepage_url,primary_source_url,lat,lng,notes,last_verified
68,2,Lenexa Spinach Festival,Lenexa,KS,Johnson,festival,annual,false,concession_friendly,day_trip,verified,false,130,September,Sep 12,,13 food vendors,Not researched,Lenexa Parks & Rec food-vendor form,,,,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,38.95468,-94.73027,KC hub. Largest food-vendor count of Lenexa fests. Returning vendors get first refusal.,2026-06-17
69,2,Great Lenexa BBQ Battle,Lenexa,KS,Johnson,bbq_fest,annual,false,concession_friendly,day_trip,verified,false,130,June,~Jun 26-27,,7 food vendors,Not researched,Lenexa Parks & Rec form,,,,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,38.95077,-94.73154,KC hub. Small food-vendor count - limited openings.,2026-06-17
70,2,Lenexa Chili Challenge,Lenexa,KS,Johnson,festival,annual,false,concession_friendly,day_trip,verified,false,130,October,~Oct 9-10,,6 food vendors,Not researched,Lenexa Parks & Rec form,,,,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,38.95077,-94.73566,KC hub. Small food-vendor count - limited openings.,2026-06-17
71,2,Lenexa Art Fair,Lenexa,KS,Johnson,art_fair,annual,false,concession_friendly,day_trip,verified,false,130,May,May 9,,6 food trucks,Not researched,Lenexa Parks & Rec form,,,,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,lenexa.com/Events-Activities/Get-Involved/Food-Vendor-Opportunities,38.95468,-94.73693,KC hub. Includes food trucks. Small count.,2026-06-17
72,2,Blue Springs Fall Fun Festival,Blue Springs,MO,Jackson,festival,annual,false,concession_friendly,day_trip,verified,false,100,September,Sep 18-20,,Community festival,Not researched,2026 vendor application ($1M insurance),,rhall@bluespringschamber.com,,bluespringsfallfestival.com/apply,bluespringsfallfestival.com/apply,39.01690,-94.28160,KC hub. Explicit 'Attention Food Trucks' regs. Downtown Blue Springs.,2026-06-17
73,2,Plaza Art Fair,Kansas City,MO,Jackson,art_fair,annual,false,concession_friendly,day_trip,verified,false,125,September,Mid-Sep,250000,"250,000+",Not researched,Confirm food program,,,,countryclubplaza.com,countryclubplaza.com,39.09970,-94.58210,KC hub. Huge art fair - food is curated restaurant booths (weaker food-truck fit).,2026-06-17
74,2,Lee's Summit Oktoberfest,Lee's Summit,MO,Jackson,oktoberfest,annual,false,concession_friendly,day_trip,verified,false,115,September,Late Sep (~Sep 25-27),100000,"~100,000",Not researched,See festival,,,,lsoktoberfest.com,lsoktoberfest.com,38.91080,-94.38220,KC hub. Downtown Lee's Summit. Large food/craft vendor count.,2026-06-17
75,13,Guthrie Green Food Truck Wednesday,Tulsa,OK,Tulsa,food_truck_rally,weekly,true,concession_friendly,overnight,verified,false,346,Apr-Jun (weekly),Wed 11a-2p,,6-8 trucks,Not researched,Open vendor app (/food-truck),,,,guthriegreen.com/food-truck,guthriegreen.com/food-truck,36.15575,-95.98977,Tulsa hub. 13th year. Recurring weekday gig - cluster filler.,2026-06-17
76,13,Rose District Farmers Market,Broken Arrow,OK,Tulsa,farmers_market,weekly,true,concession_friendly,overnight,verified,false,360,Apr-Oct (weekly),Tue 4-8p / Sat 8a-12p,,15+ trucks Tue,Not researched,City of Broken Arrow,,,,brokenarrowok.gov,brokenarrowok.gov,36.05610,-95.79080,Tulsa hub. 15+ rotating food trucks at BA Brewery lot Tuesdays.,2026-06-17
77,13,Owasso Spring Fling,Owasso,OK,Tulsa,festival,annual,false,concession_friendly,overnight,verified,false,346,April,Apr 11 (10a-2p),,Free family event,Not researched,2026 vendor app form,,,,cityofowasso.com/769/Spring-Fling,cityofowasso.com/769/Spring-Fling,36.27300,-95.85470,Tulsa hub. Redbud Festival Park. Variety of food trucks. Smaller event.,2026-06-17
78,13,Tulsa International Mayfest,Tulsa,OK,Tulsa,festival,annual,false,concession_friendly,overnight,verified,false,346,May,May 29-30 (2026 reduced),,Large,Not researched,Food vendor application page,,,,tulsamayfest.org/apply-food-vendors,tulsamayfest.org/apply-food-vendors,36.15225,-95.98977,Tulsa hub. 2026 'Road Trip' reduced format; full festival returns 2027. STANDOUT (2027).,2026-06-17
79,13,Blue Dome Arts Festival,Tulsa,OK,Tulsa,art_fair,annual,false,concession_friendly,overnight,verified,false,346,May,Mid-May (~May 19-21),75000,"~75,000",Not researched,City of Tulsa Special Events Office,,,,cityoftulsa.org,cityoftulsa.org,36.15050,-95.99280,Tulsa hub. Blue Dome District. 200+ vendors. STANDOUT for size.,2026-06-17
80,13,Broken Arrow Rooster Days,Broken Arrow,OK,Tulsa,festival,annual,false,concession_friendly,overnight,verified,false,360,May,May 14-17,100,"95th yr, 100+ vendors",Not researched,Food-vendor application PDF,,,,roosterdays.com/vendors,roosterdays.com/vendors,36.05085,-95.78777,Tulsa hub. Central Park on Main. Dedicated food track. STANDOUT. Apply early (2026 closed).,2026-06-17
81,13,Bartlesville SunFest,Bartlesville,OK,Washington,festival,annual,false,concession_friendly,overnight,verified,false,390,May,May 29-31 (Memorial wknd),,Large,Not researched,Food-vendor page,,sunfestbville@gmail.com,,bartlesvillesunfest.org/food,bartlesvillesunfest.org/food,36.74730,-95.98080,Tulsa hub (+45 mi N). Sooner Park. 40th annual. STANDOUT. 2026 food spots full - apply early.,2026-06-17
82,13,Owasso Community Movie Nights,Owasso,OK,Tulsa,festival,monthly,false,concession_friendly,overnight,verified,false,346,May-Aug (monthly),"5/16, 6/20, 7/18, 8/15",,Small free events,Not researched,City of Owasso,,,,cityofowasso.com/611/Annual-Events,cityofowasso.com/611/Annual-Events,36.26775,-95.85167,Tulsa hub. Redbud Festival Park. Small - only as fill between bigger gigs.,2026-06-17
83,13,Bixby Green Corn Festival,Bixby,OK,Tulsa,festival,annual,false,concession_friendly,overnight,verified,false,360,June,Jun 24-27,,Food/craft booths,Not researched,Jim Kirkpatrick,,,918-520-8815,bixbyoptimist.com/vendors,bixbyoptimist.com/vendors,35.94200,-95.88330,Tulsa hub. Bentley Park. Booth-bound only (no roaming). Apps open ~early March.,2026-06-17
84,13,Taste On Main Food Truck Festival,Broken Arrow,OK,Tulsa,food_truck_rally,annual,false,explicit_yes,overnight,verified,false,360,TBD,Date fuzzy,,24+ trucks,Not researched,Facebook,,,,facebook.com/Tasteonmainba,facebook.com/Tasteonmainba,36.05085,-95.79383,Tulsa hub. Rose District. Highly food-truck-focused. Confirm 2026 date.,2026-06-17
85,13,Owasso Harvest & Pet Festival,Owasso,OK,Tulsa,festival,annual,false,explicit_yes,overnight,verified,false,346,October,Oct 10 (11a-4p),,Free fall event,Not researched,City of Owasso,,,,cityofowasso.com/611/Annual-Events,cityofowasso.com/611/Annual-Events,36.26775,-95.85773,Tulsa hub. Redbud Festival Park. Food trucks + booth vendors.,2026-06-17
86,13,Tulsa Oktoberfest,Tulsa,OK,Tulsa,oktoberfest,annual,false,unconfirmed,overnight,verified,false,346,October,Oct 22-25,,Very large (#1 US),Not researched,Applications reopen each March,,,,tulsaoktoberfest.org/applications,tulsaoktoberfest.org/applications,36.15225,-95.99583,Tulsa hub. River West Festival Park. WEAK FIT: prioritizes German cuisine + fixed booths over trucks.,2026-06-17
87,13,Marshall Brewing Company,Tulsa,OK,Tulsa,venue,year_round,true,concession_friendly,overnight,verified,false,346,Year-round (intermittent),Varies,,Brewery,Not researched,Facebook Events,,,,marshallbrewing.com,marshallbrewing.com,36.15575,-95.99583,Tulsa hub. Intermittent food-truck bookings - supplemental fill only.,2026-06-17
88,11,Final Friday Food & Booze Truck Rally,Wichita,KS,Sedgwick,food_truck_rally,monthly,false,concession_friendly,overnight,verified,false,280,Mar-Oct (monthly),Last Fri 5-9:30p,,~20 trucks,Not researched,Xclusive Event Services,,,,visitwichita.com,visitwichita.com,37.68545,-97.32707,Wichita hub. Wichita Boathouse. 8 bookings/season from one relationship. STANDOUT repeatable gig.,2026-06-17
89,11,Kansas State Fair,Hutchinson,KS,Reno,state_fair,annual,false,unconfirmed,overnight,verified,false,280,September,Sep 11-20,300000,"~300,000",Not researched,Commercial Vendor App (available January),,,,kansasstatefair.gov,kansasstatefair.gov,38.06430,-97.92980,Wichita hub (+50 mi NW). MEGA-EVENT. CAVEAT: food spaces at capacity - waitlist only.,2026-06-17
90,11,Smoky Hill River Festival,Salina,KS,Saline,festival,annual,false,concession_friendly,overnight,verified,false,280,June,Jun 11-14,50000,"~50,000-60,000",Not researched,Online food vendor app,,sah@salina.org,785-309-5770,riverfestival.com,riverfestival.com,38.84030,-97.61140,"Wichita hub (Salina, ~90 mi N). Oakdale Park. 30+ food vendors. STANDOUT. 2026 closed; 2027 opens Fall 2026.",2026-06-17
91,11,Smoke on the Plains (Derby BBQ & Music Fest),Derby,KS,Sedgwick,bbq_fest,annual,false,explicit_yes,overnight,verified,false,290,June,Jun 12-13,,BBQ fest,Not researched,Paid vendor packages,,,,derbybbq.com/vendor,derbybbq.com/vendor,37.54500,-97.26890,Wichita hub. High Park. 'Food Truck Row.' 15th annual.,2026-06-17
92,11,Downtown Hutchinson Rod Run,Hutchinson,KS,Reno,festival,annual,false,concession_friendly,overnight,verified,false,280,October,Oct 2-3,25000,"~25,000",Not researched,See organizer,,,,downtownhutchrodrun.com,downtownhutchrodrun.com,38.05730,-97.92980,Wichita hub. 'Pit Stop' Food Trucks & Beer Garden. Coincides with Hutch Brewfest.,2026-06-17
93,12,Junction City Oktoberfest,Junction City,KS,Geary,oktoberfest,annual,false,concession_friendly,day_trip,verified,false,150,October,Oct 2-3,,50+ vendors,Not researched,Online Vendor Sign-Up,,,,junctioncityoktoberfest.com/about,junctioncityoktoberfest.com/about,39.02860,-96.83140,Closer than Wichita (~150 mi). Washington St. 50+ food/craft vendors + craft beer.,2026-06-17
94,11,Wichita Ribfest,Wichita,KS,Sedgwick,bbq_fest,annual,false,unconfirmed,overnight,verified,false,280,May,Mid-May (3rd weekend),,BBQ fest,Not researched,Confirm 2026,,,,intrustbankarena.com,intrustbankarena.com,37.68545,-97.33313,Wichita hub. City Lot D by INTRUST Bank Arena. 2026 dates inferred - confirm.,2026-06-17
95,9,Taste of Omaha,Omaha,NE,Douglas,festival,annual,false,concession_friendly,overnight,verified,false,340,May-June,Late May/early Jun (Fri-Sun),100000,"~100,000-125,000",Not researched,Restaurant/food application form,,,,showofficeonline.com/TasteHome,showofficeonline.com/TasteHome,41.25758,-95.93117,Omaha hub. Heartland of America Park. 50+ food establishments. STANDOUT.,2026-06-17
96,9,Junkstock,Waterloo,NE,Douglas,festival,multi_week,false,concession_friendly,overnight,verified,false,345,May & Oct,"4 weekends (May 1-10, Oct 2-11)",,23+ food trucks,Not researched,Dedicated food-vendor page,,,,junkstock.com/spring2026foodvendors,junkstock.com/spring2026foodvendors,41.27420,-96.28610,Omaha hub. Sycamore Farms. 4 gig weekends/year. STANDOUT.,2026-06-17
97,9,"T&T: Trucks, Taps, Patio",Omaha,NE,Douglas,venue,year_round,true,concession_friendly,overnight,verified,false,340,Year-round,Lunch/dinner slots,,Taproom,Not researched,Online guest-truck form,,BookTandT@gmail.com,,tandtomaha.com/guest-truck,tandtomaha.com/guest-truck,41.25367,-95.93244,Omaha hub. Standing taproom that recruits guest trucks. Flexible non-event booking. Book 7 days ahead.,2026-06-17
98,10,Wilber Czech Festival (Czech Days),Wilber,NE,Saline,cultural_fest,annual,false,concession_friendly,overnight,verified,false,320,Jul-Aug,Jul 31-Aug 2,,65th annual,Not researched,Vendor app (due May 31),,czechdaysvendors@gmail.com,,nebraskaczechsofwilber.com/czech-days,nebraskaczechsofwilber.com/czech-days,40.48060,-96.96280,Lincoln area hub (~40 mi SW). Downtown. Food/drink vendors. STANDOUT cultural fest.,2026-06-17
99,9,John C. Fremont Days,Fremont,NE,Dodge,festival,annual,false,concession_friendly,overnight,verified,false,370,July,Jul 10-12,,Citywide festival,City Park booths $550; offsite $75/day,Food Vendor Application PDF,,,,johncfremontdays.org/entry-forms,johncfremontdays.org/entry-forms,41.43330,-96.49810,Omaha hub (+~35 mi NW). NE Sales Tax ID + insurance + $100 deposit required.,2026-06-17
100,9,Arrows to Aerospace,Bellevue,NE,Sarpy,festival,annual,false,concession_friendly,overnight,verified,false,335,August,Aug 13-15,,55th annual,Not researched,Direct contact,,drichter3@cox.net,402-578-5302,bokiwanis.org/arrows-to-aerospace,bokiwanis.org/arrows-to-aerospace,41.13700,-95.91450,"Omaha hub. Bellevue. Welcomes food vendors (generic, not 'food trucks' specifically).",2026-06-17
101,9,Fiestas Patrias,Omaha,NE,Douglas,cultural_fest,annual,false,concession_friendly,overnight,verified,false,340,September,Sep 11-13,,Large street festival,Not researched,Casa de la Cultura,,,,fiestaomaha.com,fiestaomaha.com,41.25367,-95.93656,Omaha hub. South Omaha (24th & N). Mexican Independence. Food vendors + beer garden.,2026-06-17
102,9,German Day Oktoberfest,Omaha,NE,Douglas,oktoberfest,annual,false,unconfirmed,overnight,verified,false,340,September,~Sep 18-20,142,142nd,Not researched,German-American Society,,,,germanamericansociety.org/oktoberfest,germanamericansociety.org/oktoberfest,41.25758,-95.93783,Omaha hub. DOUBTFUL fit - food appears society-provided; no outside food-truck app found.,2026-06-17
103,9,Council Bluffs Farmers Market,Council Bluffs,IA,Pottawattamie,farmers_market,annual,false,unconfirmed,overnight,verified,false,340,May-Sep,Thu 4:30-7:30p,,Local market,Not researched,FMCB / MarketSpread,,,,councilbluffsiowa.com/farmers-market-council-bluffs,councilbluffsiowa.com/farmers-market-council-bluffs,41.26190,-95.86080,Omaha hub (across river). Confirm prepared-food/concession eligibility.,2026-06-17
104,9,Papillion Days,Papillion,NE,Sarpy,festival,annual,false,unconfirmed,overnight,verified,false,345,June,Jun 17-21 (Father's Day wknd),,79th annual,Not researched,'Market in the Park' (FULL for 2026),,,,papillionfoundation.org/papillion-days,papillionfoundation.org/papillion-days,41.15440,-96.04220,Omaha hub. CAVEAT: food-truck slots FULL for 2026 - a 2027 lead.,2026-06-17
105,9,Vala's Pumpkin Patch,Gretna,NE,Sarpy,festival,annual,false,excluded,overnight,excluded,false,350,Fall,Sep-Oct,,Large,N/A,No outside vendors,,,,valaspumpkinpatch.com,valaspumpkinpatch.com,41.14110,-96.23920,Omaha hub. NOT VIABLE: internal-only food stands; runs its own hot-dog stand (Darby's Dog Depot).,2026-06-17
106,16,Mid-South Food Truck Festival,Memphis,TN,Shelby,food_truck_rally,annual,false,explicit_yes,overnight,verified,false,290,April,Apr 19 (12-5p),,~30 trucks,Not researched,Email application,,events@cynthiadanielsco.com,,downtownmemphis.com/do/mid-south-food-truck-festival,downtownmemphis.com/do/mid-south-food-truck-festival,35.14775,-90.04597,Memphis hub. Martyr's Park. Food-truck-centric. STANDOUT. 11th annual (plan 2027).,2026-06-17
107,16,Food Truck Thursday (Memphis),Memphis,TN,Shelby,food_truck_rally,year_round,false,concession_friendly,overnight,verified,false,290,Year-round (weekly),Thu 11a-2p,,Lunch crowd,Not researched,Downtown Memphis Commission,,cotton@downtownmemphis.com,,downtownmemphis.com/events/food-truck-thursday,downtownmemphis.com/events/food-truck-thursday,35.14775,-90.05203,Memphis hub. Court Square Park. Weekly recurring. Lunch window limits revenue.,2026-06-17
108,16,Germantown Festival,Germantown,TN,Shelby,festival,annual,false,concession_friendly,overnight,verified,false,295,September,Sep 12-13,,"52+ yr, 18-22 food spaces",Not researched,Food Chairman (separate from general form),,vincemorelli@bellsouth.net,901-502-5302,germantownfest.com/foodvendors,germantownfest.com/foodvendors,35.08670,-89.81010,Memphis hub. Germantown Civic Club Complex. STANDOUT. Shelby Co health inspection.,2026-06-17
109,16,Fall Fest Memphis Food Truck Vendor Fair,Collierville,TN,Shelby,food_truck_rally,annual,false,concession_friendly,overnight,verified,false,300,October,Oct 16-17,,Food truck fair,Not researched,Email Kathy Schiavone,,kathy@fallfestmemphis.org,,fallfestmemphis.org/festival-events/food-truck-vendor-fair,fallfestmemphis.org/festival-events/food-truck-vendor-fair,35.04200,-89.66450,Memphis hub. Church of the Incarnation. Explicitly welcomes food trucks. STANDOUT.,2026-06-17
110,16,"Bartlett Festival, BBQ Contest & Car Show",Bartlett,TN,Shelby,art_fair,annual,false,excluded,overnight,excluded,false,300,October,Oct 2-3,,Large BBQ fest,N/A,NOT taking food trucks (2026),,,,cityofbartlett.org/628,cityofbartlett.org/628,35.20450,-89.87400,Memphis hub. EXCLUDED: official site says not accepting food truck/concession vendors for 2026. Recheck 2027.,2026-06-17
111,17,Middle TN Food Truck Festival & Competition,Hendersonville,TN,Sumner,food_truck_rally,annual,false,concession_friendly,overnight,verified,false,431,August,Aug 15,,Food-truck competition,Not researched,midtnfoodtrucks.com,,,,midtnfoodtrucks.com,midtnfoodtrucks.com,36.30480,-86.62000,"Nashville hub. Veterans Park. True food-truck competition w/ 5 awards + $1,000+ prizes. STANDOUT.",2026-06-17
112,17,Street Eats: Food Truck Thursday (Nashville),Nashville,TN,Davidson,food_truck_rally,year_round,false,concession_friendly,overnight,verified,false,431,Year-round (weekly),Thu 11a-2p,,Up to 20 trucks,Not researched,BestFoodTrucks,,,,nashvilledowntown.com/do/street-eats,nashvilledowntown.com/do/street-eats,36.16095,-86.77857,Nashville hub. Deaderick St. Weekly recurring. Book via BestFoodTrucks.,2026-06-17
113,17,Nashville Oktoberfest,Nashville,TN,Davidson,oktoberfest,annual,false,concession_friendly,overnight,verified,false,431,Fall,October,,Large,"Food-truck slot ~$2,000",Become-a-vendor (Food Truck category),,,,thenashvilleoktoberfest.com/become-a-vendor,thenashvilleoktoberfest.com/become-a-vendor,36.16095,-86.78463,Nashville hub. Historic Germantown / Bicentennial Mall. Explicit Food Truck category. High fee.,2026-06-17
114,17,Franklin Main Street Festival,Franklin,TN,Williamson,festival,annual,false,concession_friendly,overnight,verified,false,440,April,Apr 25-26,120000,"120,000+",Not researched,Heritage Foundation / Eventeny,,,,williamsonheritage.org,williamsonheritage.org,35.92860,-86.86890,Nashville hub. Downtown Franklin. CAVEAT: 2026 deadlines passed - plan 2027.,2026-06-17
115,17,Franklin PumpkinFest,Franklin,TN,Williamson,festival,annual,false,concession_friendly,overnight,verified,false,440,October,Oct 24-25,115000,"~115,000",Not researched,Eventeny (deadline Sep 18),,,,eventeny.com/events/pumpkinfest-2026-26429,eventeny.com/events/pumpkinfest-2026-26429,35.92335,-86.86587,Nashville hub. Heritage Foundation. Large fall festival.,2026-06-17
116,17,Franklin Dickens of a Christmas,Franklin,TN,Williamson,holiday_market,annual,false,concession_friendly,overnight,verified,false,440,December,Dec 12-13,100000,"100,000+",Not researched,Eventeny (deadline Oct 28),,,,eventeny.com/events/dickens-of-a-christmas-2026-26433,eventeny.com/events/dickens-of-a-christmas-2026-26433,35.92335,-86.87193,Nashville hub. Heritage Foundation. Large December festival.,2026-06-17
117,17,Historic Downtown Gallatin event series,Gallatin,TN,Sumner,festival,annual,false,concession_friendly,overnight,verified,false,440,Spring-Dec,"Square Fest, Main St Fest (Oct 3), etc.",25000,"25,000-30,000+",Not researched,Eventeny portal,,,,downtowngallatin.org/festival-info,downtowngallatin.org/festival-info,36.38840,-86.44670,Nashville hub. Multi-event series. Food-truck acceptance implied (food area present).,2026-06-17
118,17,Murfreesboro Parks & Rec events,Murfreesboro,TN,Rutherford,festival,year_round,false,unconfirmed,overnight,verified,false,420,Year-round,Varies,,Park events,Not researched,INVITE-ONLY contact list,,,,murfreesborotn.gov/2704/Food-Trucks-at-Parks-Rec-Events,murfreesborotn.gov/2704/Food-Trucks-at-Parks-Rec-Events,35.84560,-86.39030,Nashville hub. Invite-only + city Mobile Food permit required. Lower priority.,2026-06-17
119,14,"Bikes, Blues & BBQ",Rogers,AR,Benton,bbq_fest,annual,false,concession_friendly,overnight,verified,false,250,Sep-Oct,Sep 30-Oct 3,275000,"275,000-350,000+",Not researched,Online vendor app + food-vendor PDF,,,,bikesbluesandbbq.org/vendors-sponsors,bikesbluesandbbq.org/vendors-sponsors,36.33200,-94.11850,NW Arkansas hub. Largest-attendance event found. Charity motorcycle rally. STANDOUT.,2026-06-17
120,14,Downtown Bentonville First Fridays,Bentonville,AR,Benton,food_truck_rally,monthly,false,concession_friendly,overnight,verified,false,250,Apr-Oct (monthly),"1st Fri, trucks open 11a",,Recurring,Not researched,Paperform (one seasonal app Feb 5-Sep 5),,,,downtownbentonville.org/events/apply,downtownbentonville.org/events/apply,36.37640,-94.20880,NW Arkansas hub. Bentonville Square. Single seasonal application covers whole season.,2026-06-17
121,14,The Boardwalk Food Court,Springdale,AR,Washington,venue,year_round,true,concession_friendly,overnight,verified,false,250,Year-round,Daily,,11 vendors,Not researched,Become-a-Vendor PDF,,fun@nwaboardwalk.com,,theboardwalknwa.com/become-a-vendor,theboardwalknwa.com/become-a-vendor,36.18670,-94.12880,NW Arkansas hub. Permanent food-truck court. Recurring venue (finite slots).,2026-06-17
122,14,Cane Hill Harvest Festival,Canehill,AR,Washington,festival,annual,false,concession_friendly,overnight,verified,false,270,September,Sep 19,,Food trucks 10a-3:30p,Not researched,Google Form (open),,,,historiccanehillar.org/festival,historiccanehillar.org/festival,35.90810,-94.40220,NW Arkansas hub (~20 mi SW of Fayetteville). Same weekend as Benton County Fair - cluster.,2026-06-17
123,14,Benton County Fair,Bentonville,AR,Benton,county_fair,annual,false,concession_friendly,overnight,verified,false,250,September,Mid-late Sep,,County fair,Not researched,Food Vendor Application (Google Form),,,,bentoncountyfairar.org/vendor-forms,bentoncountyfairar.org/vendor-forms,36.36940,-94.20880,NW Arkansas hub. Benton County Fairgrounds. Welcomes concessions + food trucks.,2026-06-17
124,14,Washington County Fair,Prairie Grove,AR,Washington,county_fair,annual,false,explicit_yes,overnight,verified,false,265,August,Late August,,AR's largest/oldest county fair,10x30 food space $300/week,Commercial Vendors page (paid by Jun 15),,,,mywashcofair.com/commercial-vendors,mywashcofair.com/commercial-vendors,35.97590,-94.31690,NW Arkansas hub. Since 1857. Food trucks + 65 vendors. Exact 2026 dates unconfirmed.,2026-06-17
125,15,Toad Suck Daze,Conway,AR,Faulkner,festival,annual,false,concession_friendly,overnight,verified,false,350,May,Early May (~May 1-3),,30+ food vendors,Not researched,Apply ~1 yr ahead (2026 FULL),,,,toadsuck.org/food,toadsuck.org/food,35.08870,-92.44210,Central AR hub. 3 food concession areas. CAVEAT: spots fill a year+ ahead.,2026-06-17
126,15,Arkansas Times Craft Beer Festival,North Little Rock,AR,Pulaski,festival,annual,false,concession_friendly,overnight,verified,false,376,April,Apr 17,,50+ breweries,Not researched,Curated/contracted food trucks,,,,northlittlerock.org,northlittlerock.org,34.76950,-92.26710,"Central AR hub. Argenta Plaza. ~3-hr evening event - limited food slots, likely curated.",2026-06-17
127,14,Steel Horse Rally,Fort Smith,AR,Sebastian,festival,annual,false,concession_friendly,overnight,verified,false,290,May,May 1-2,,"Thousands, 75+ vendors",Not researched,2026 Vendor Application PDF,,info@theSteelHorseRally.com,,thesteelhorserally.com,thesteelhorserally.com,35.38590,-94.39850,AR River Valley hub (~58 mi S of Fayetteville). Free charity rally. Open food-truck app. Combine w/ NWA trip.,2026-06-17
128,1,Centralia Anchor Festival,Centralia,MO,Boone,festival,annual,false,concession_friendly,day_trip,verified,false,24,May,May 29-31 (2026),,,Not researched,Vendor application by email: downtowncentraliaevents@gmail.com,Brittney Harper (director),centraliaanchorfest@gmail.com,573-682-7720,centraliamochamber.org,centraliamochamber.org,39.21030,-92.13820,"Carnival-style fest: parade, car show, crafts & concessions. Weekend after Memorial Day.",2026-06-18
129,1,Ashland Bay Days Festival,Ashland,MO,Boone,festival,annual,false,concession_friendly,day_trip,verified,false,16,July,Jul 17-18 (2026),,,Not researched,Food/crafter vendor application at ashlandbaydays.com (Ashland Area Chamber),Ashland Area Chamber of Commerce,,,ashlandbaydays.com,ashlandbaydays.com,38.77280,-92.25630,"Town festival (Jul 17-18, 2026): fun run, car show, food & craft vendors.",2026-06-18
130,1,Sturgeon Summer Days Rodeo,Sturgeon,MO,Boone,festival,annual,false,concession_friendly,day_trip,verified,false,26,August,Aug 14-15 (2026),,,Not researched,Contact Sturgeon Summerfest (Summerfest@sturgeon-mo.org),,Summerfest@sturgeon-mo.org,618-615-2979,summerfest.sturgeon-mo.org,summerfest.sturgeon-mo.org,39.23530,-92.27990,"MRCA rodeo weekend, part of Sturgeon Summerfest (Aug 14-15, 2026).",2026-06-18
131,1,Fulton Street Fair,Fulton,MO,Callaway,county_fair,annual,false,concession_friendly,day_trip,verified,false,28,June,Jun 11-12 (2026),,,Not researched,Food vendor application at fultonstreetfair.com/vendors,,,,fultonstreetfair.com,fultonstreetfair.com,38.85020,-91.94790,"Downtown street fair (Jun 11-12, 2026): carnival, vendors, music.",2026-06-18
132,1,Kingdom of Callaway Fair,Fulton,MO,Callaway,county_fair,annual,false,unconfirmed,day_trip,verified,true,28,July,Late July (verify 2026),,,Not researched,Contact via Kingdom of Callaway County Fair (Facebook / callawaycountyfairfultonmo.com),,,,callawaycountyfairfultonmo.com,callawaycountyfairfultonmo.com,38.84320,-91.94790,County fair week (late July) — confirm 2026 dates.,2026-06-18
133,1,Central Missouri Renaissance Festival,Kingdom City,MO,Callaway,festival,annual,false,concession_friendly,day_trip,verified,false,24,May,"Apr 18-19, 25-26 & May 3-4 (2026)",,,Not researched,2026 vendor application at centralmorenfest.net,,centralmorenfest@gmail.com,,centralmorenfest.net,centralmorenfest.net,38.95400,-91.93430,Spring-weekends Renaissance faire with food vendors.,2026-06-18
134,1,Hatton Craft Fair,Auxvasse,MO,Callaway,craft_fair,annual,false,unconfirmed,day_trip,verified,true,30,October,Oct 3 (2026),,,Not researched,Contact via 'Hatton Craft Day' (Facebook) / Hatton Extension Club,,,,,,39.01450,-91.89570,"Small rural craft show, 1st Saturday of October (since 1973). Limited food-truck fit — confirm.",2026-06-18
135,1,Salute to America,Jefferson City,MO,Cole,festival,annual,false,concession_friendly,day_trip,verified,false,32,July,Jul 4,,,Not researched,Vendor application via salutetoamerica.org (deadline ~Jun 19),,,573-761-0704,salutetoamerica.org,salutetoamerica.org,38.57495,-92.17047,"Large free July 4th fest at the Capitol: parade, music, vendors.",2026-06-18
136,1,Cole County Fair,Jefferson City,MO,Cole,county_fair,annual,false,concession_friendly,day_trip,verified,false,32,July,Jul 28 - Aug 2 (2026),,,Not researched,Contact the Jefferson City Jaycees,Jefferson City Jaycees,,,,,38.57495,-92.17653,"JC Jaycees county fair: carnival, food vendors.",2026-06-18
137,1,Cooper County Fair,Boonville,MO,Cooper,county_fair,annual,false,concession_friendly,day_trip,verified,false,28,July,Jul 21-25 (2026),,,Not researched,2026 Fair Vendor Form at coopercountyfair.org,Sandy Larm (fairground scheduler),,660-621-2441,coopercountyfair.org,coopercountyfair.org,38.97215,-92.73997,"County fair (Jul 21-25, 2026): carnival, food & vendor booths.",2026-06-18
138,1,Big Muddy Folk Festival,Boonville,MO,Cooper,festival,annual,false,unconfirmed,day_trip,verified,true,28,April,Apr 10-11 (2026),,,Not researched,Contact Friends of Historic Boonville (friendsofhistoricboonvillemo.org),,,,bigmuddy.org,bigmuddy.org,38.97215,-92.74603,"Indoor folk concert at Thespian Hall (Apr 10-11, 2026) — limited food vending; weak food-truck fit, confirm.",2026-06-18
